253,17
158,76
51,219
54,222
174,21
202,161
40,161
128,180
146,183
128,45
253,55
251,10
186,61
108,107
192,246
29,254
79,179
237,186
211,60
82,208
11,103
154,222
106,233
118,102
190,107
15,225
92,203
202,23
197,169
31,140
74,172
167,132
241,75
74,89
122,218
96,18
160,185
155,203
19,227
233,41
92,26
78,24
117,93
26,57
202,124
170,0
77,172
49,103
95,217
185,228
244,61
100,152
242,50
248,201
219,68
154,146
172,139
218,217
5,56
240,130
137,109
69,226
136,82
54,119
220,101
20,214
16,17
111,228
200,131
148,73
92,185
84,34
199,219
7,246
192,207
209,236
38,8
36,59
161,158
134,225
135,164
252,182
72,6
94,209
119,52
224,103
158,65
116,179
222,88
239,75
68,223
103,244
78,241
224,185
171,15
40,63
67,18
0,83
119,100
124,197
170,112
173,121
0,87
125,187
101,229
217,211
210,195
22,217
203,238
141,203
45,103
137,221
38,45
100,16
133,104
236,6
52,231
11,21
2,204
168,154
166,134
200,144
1,0
164,24
240,251
146,83
113,39
71,207
111,22
249,121
117,61
29,127
68,100
45,9
190,249
169,36
2,169
92,254
217,50
224,89
81,114
100,58
167,196
173,225
106,141
91,254
222,18
110,34
159,141
8,116
134,127
116,165
208,71
104,38
125,244
135,152
247,88
42,132
244,93
96,76
52,97
240,44
46,183
99,184
28,118
202,213
17,243
122,146
175,222
175,80
162,189
43,212
109,152
32,154
105,246
80,108
10,9
115,52
101,38
217,15
239,120
80,162
136,244
72,177
184,143
53,237
56,175
53,14
180,224
243,34
207,201
203,37
104,94
47,209
27,87
73,183
11,224
225,143
223,146
130,205
11,162
216,117
81,88
93,47
135,195
53,158
85,238
211,200
235,172
89,49
250,219
69,68
111,13
49,125
96,141
245,159
235,95
110,169
173,181
211,134
56,239
213,175
113,109
38,158
54,161
60,134
68,104
83,65
88,154
177,138
45,108
38,197
242,250
36,16
129,65
186,82
245,123
135,187
139,134
67,49
97,148
166,163
126,35
133,155
19,48
63,19
0,167
87,138
154,31
98,87
172,196
36,60
188,148
246,62
143,207
106,180
239,168
50,159
171,65
62,57
224,214
37,209
119,57
198,213
239,126
47,49
92,247
190,215
176,99
133,159
58,98
243,82
108,44
177,1
225,131
203,156
159,230
16,192
153,8
187,207
120,128
83,70
154,194
207,75
91,78
254,134
148,39
38,50
98,135
236,116
41,209
115,235
216,199
200,136
110,253
126,160
189,141
149,63
109,13
161,192
69,190
39,154
166,6
75,125
88,33
168,158
138,19
128,79
19,225
254,0
86,111
70,14
190,196
222,192
122,93
244,28
202,132
119,232
169,90
215,98
176,39
12,49
217,156
191,70
82,250
141,100
156,105
150,124
244,195
163,74
242,206
173,236
15,179
137,242
102,178
203,184
183,19
228,244
177,96
141,139
113,209
105,169
70,8
229,16
183,254
100,176
199,62
153,120
119,81
51,109
141,121
192,249
148,162
203,133
36,149
72,74
99,111
51,99
204,81
115,39
47,90
4,183
249,210
85,211
182,168
239,242
212,31
88,145
170,196
55,203
185,163
184,42
49,186
50,189
8,106
101,189
205,134
18,244
171,163
212,162
5,169
196,12
91,41
1,98
110,237
248,242
165,212
226,156
176,221
141,134
107,129
96,17
5,70
154,11
97,145
218,38
188,187
228,168
145,104
162,101
185,20
105,234
215,239
126,252
243,235
217,65
101,19
40,60
245,30
23,127
64,68
207,27
94,80
188,92
193,247
148,179
96,104
149,244
21,36
14,193
68,16
32,70
190,200
198,40
229,55
19,183
16,101
187,107
49,143
213,142
181,125
223,54
171,16
3,118
41,27
152,213
235,115
236,255
62,74
65,187
28,184
21,29
153,155
167,253
126,161
51,163
140,212
226,53
59,218
217,123
39,31
48,62
196,211
172,62
161,223
228,202
166,24
162,143
154,185
140,174
231,16
4,17
162,119
76,254
198,134
238,236
192,135
91,150
49,42
210,79
239,123
131,149
77,16
245,232
156,135
165,221
241,48
240,110
41,6
50,148
43,228
48,24
109,245
179,165
118,35
50,118
66,64
146,109
88,79
181,79
15,86
91,110
190,98
42,105
220,30
242,90
102,164
53,81
129,147
231,2
97,98
114,186
105,244
253,152
148,108
238,249
19,66
173,52
56,151
171,136
146,197
164,82
90,59
33,131
13,136
64,82
91,181
183,46
64,216
23,247
113,230
78,109
249,201
112,233
36,178
183,75
156,177
200,51
210,131
55,116
159,171
78,197
44,196
10,186
15,21
103,243
182,102
221,148
9,18
43,244
75,94
83,154
65,9
230,101
151,36
129,10
127,36
152,196
155,54
114,70
29,210
117,245
45,147
164,84
139,70
102,191
117,65
137,93
203,246
134,80
113,199
7,46
245,28
166,181
113,179
248,186
179,56
202,99
156,22
170,150
198,140
170,177
105,3
96,124
128,159
49,92
39,20
208,201
72,187
118,229
163,254
25,111
